DATE,SALES,COST_OF_SALES,QUANTITY_SOLD
2015-09-19,68996.56176,65211.57177,1766
2015-09-20,41855.92876,39629.45187,1078
2015-09-21,44303.46649,41485.45872,1124
2015-09-22,46599.29813,43806.73201,1182
2015-09-23,125182.75720,138583.83780,3725
2015-09-24,150036.80500,167704.85540,4492
2015-09-25,368037.69190,413540.80720,11030
2015-09-26,351319.63810,397626.58510,10528
2015-09-27,163289.93670,185404.04400,4895
2015-09-28,190892.45900,216571.05950,5720
2015-09-29,143082.13330,162929.01850,4288
2015-09-30,323548.78530,368434.88590,9693
2015-10-01,402312.33320,459285.80450,12065
2015-10-02,393635.17490,448390.96580,11758
2015-10-03,451100.06010,515549.38990,13508
2015-10-04,202902.62490,232360.32720,6085
2015-10-05,294557.64640,336897.92240,8828
2015-10-06,221618.32820,253291.06230,6636
2015-10-07,63968.38248,61942.84268,1622
2015-10-08,59609.54471,57736.47666,1512
2015-10-09,126588.25300,122622.36310,3211
2015-10-10,119755.01160,116003.68690,3037
2015-10-11,57413.41048,55617.58464,1456
2015-10-12,57749.13694,55933.00858,1465
2015-10-13,40140.82003,38881.08844,1018
2015-10-14,42195.81736,40869.24947,1070
2015-10-15,53490.79747,51799.16590,1357
2015-10-16,110809.31580,107331.98050,2810
2015-10-17,111527.01350,108023.60730,2829
2015-10-18,59808.13867,57937.45866,1517
2015-10-19,55166.22623,53436.89709,1399
2015-10-20,42054.68047,40736.15048,1067
2015-10-21,53678.17911,51999.86087,1361
2015-10-22,55930.16864,54177.69006,1419
2015-10-23,185771.00150,192527.01100,5042
2015-10-24,253116.91320,262409.56940,6872
2015-10-25,118618.45370,122915.26700,3218
2015-10-26,123320.78400,128133.77860,3347
2015-10-27,117051.27720,122175.00030,3177
2015-10-28,159299.98910,174699.07670,4532
2015-10-29,119047.40990,124349.26550,3231
2015-10-30,285081.97430,297627.69070,7731
2015-10-31,391656.21260,429832.83480,11148
2015-11-01,274814.77810,287978.17490,7459
2015-11-02,269555.02310,281915.19210,7316
2015-11-03,192001.03460,201125.77550,5211
2015-11-04,201367.78700,220579.99560,5731
2015-11-05,111874.55900,116637.03430,3036
2015-11-06,214540.33310,223738.43270,5822
2015-11-07,280264.24450,306935.16040,7987
2015-11-08,134136.72870,140236.30330,3640
2015-11-09,94243.46553,89949.30417,2338
2015-11-10,131436.19790,143823.38640,3744
2015-11-11,147893.94150,161665.60060,4216
2015-11-12,140238.39050,153481.45340,4000
2015-11-13,358183.77400,391310.32070,10204
2015-11-14,377937.13870,413010.22900,10769
2015-11-15,168729.96240,184673.48850,4803
2015-11-16,177192.56980,193615.30370,5042
2015-11-17,152368.74910,166625.36500,4342
2015-11-18,147471.80490,161402.91870,4202
2015-11-19,145697.15200,159317.60940,4151
2015-11-20,301033.98650,328965.14330,8567
2015-11-21,309518.07210,338720.02360,8811
2015-11-22,152504.63170,167600.65090,4345
2015-11-23,79711.58341,74375.78871,1937
2015-11-24,111021.37910,121456.52400,3160
2015-11-25,243161.25920,266054.36990,6924
2015-11-26,311443.18120,355343.87180,9273
2015-11-27,375876.01340,431325.68670,11257
2015-11-28,434639.65900,498895.61860,13019
2015-11-29,238637.81640,274093.57800,7139
2015-11-30,260653.66700,283981.15070,7423
2015-12-01,262394.78000,285838.55680,7474
2015-12-02,248437.71130,269807.62040,7056
2015-12-03,201048.83050,219110.39320,5732
2015-12-04,317690.76090,345449.52990,9038
2015-12-05,378527.87260,410385.03700,10737
2015-12-06,195425.39110,210461.38620,5505
2015-12-07,90441.60337,83999.59125,2198
2015-12-08,117649.00060,121640.37980,3190
2015-12-09,141285.39550,145443.04660,3814
2015-12-10,133183.69370,137725.87610,3610
2015-12-11,229672.25630,237672.01640,6227
2015-12-12,333488.79790,359621.07490,9422
2015-12-13,185422.88560,191390.40130,5014
2015-12-14,173833.13320,179871.05330,4715
2015-12-15,220271.72140,237123.34330,6212
2015-12-16,234468.07120,251493.90890,6585
2015-12-17,213778.13810,230994.35520,6051
2015-12-18,273563.01480,295854.55230,7750
2015-12-19,337506.78840,362223.16090,9490
2015-12-20,155312.78390,167421.97370,4382
2015-12-21,289243.38310,312784.97430,8196
2015-12-22,313125.33250,338299.61780,8863
2015-12-23,268330.39270,249584.21520,6534
2015-12-24,392228.13800,364396.19420,9540
2015-12-25,133728.98370,124363.55730,3256
2015-12-26,82778.44405,76876.49270,2013
2015-12-27,69522.83697,64616.07665,1692
2015-12-28,133021.27280,123500.78780,3234
2015-12-29,161267.52060,175378.14590,4592
2015-12-30,208583.21800,227060.26270,5945
2015-12-31,325457.52500,353929.73840,9266
2016-01-01,111650.23980,121448.28380,3179
2016-01-02,262421.28190,285675.84570,7479
2016-01-03,164527.53890,179308.94950,4694
2016-01-04,274990.14650,299576.24140,7843
2016-01-05,215737.84280,234642.08570,6150
2016-01-06,98646.98270,91610.56000,2401
2016-01-07,74401.21529,68988.86126,1808
2016-01-08,106592.34300,99021.68292,2594
2016-01-09,134629.65820,124963.46550,3274
2016-01-10,90773.65306,84299.28824,2207
2016-01-11,121373.06820,112550.43230,2949
2016-01-12,99445.55710,92226.51810,2417
2016-01-13,67587.54693,62760.35683,1644
2016-01-14,61685.93524,57191.43932,1499
2016-01-15,150006.92980,139244.89580,3648
2016-01-16,191287.35350,177577.28720,4652
2016-01-17,92595.46084,86018.18961,2252
2016-01-18,96947.05429,89961.35950,2357
2016-01-19,70512.89450,65453.27639,1715
2016-01-20,159590.49010,182351.13880,4776
2016-01-21,67046.27342,61894.26256,1628
2016-01-22,266949.23880,294322.92720,7806
2016-01-23,315272.22480,346093.06700,9210
2016-01-24,149138.92150,163505.71300,4351
2016-01-25,215171.03820,234621.59890,6278
2016-01-26,205197.89840,221931.58010,5992
2016-01-27,214452.24840,231730.23270,6265
2016-01-28,195767.97360,210639.84820,5723
2016-01-29,397984.32930,437198.92960,11900
2016-01-30,512603.10350,561872.20600,15345
2016-01-31,218104.06690,238662.19210,6525
2016-02-01,339004.33690,371177.18690,10153
2016-02-02,278116.36930,295645.62910,8116
2016-02-03,264159.30060,280392.27360,7712
2016-02-04,197778.13370,209372.29220,5759
2016-02-05,325749.00890,345287.81150,9501
2016-02-06,371561.97640,393884.43300,10840
2016-02-07,174581.67680,185040.81730,5089
2016-02-08,208489.36940,221372.83690,6087
2016-02-09,84495.16667,74682.26682,2053
2016-02-10,76661.25003,66379.56360,1825
2016-02-11,64034.94046,55491.33853,1525
2016-02-12,148839.97490,129583.49210,3542
2016-02-13,172541.50790,150538.98370,4105
2016-02-14,87991.66300,76378.50464,2094
2016-02-15,123445.38160,108669.22540,2940
2016-02-16,77344.69187,68269.24884,1841
2016-02-17,158963.02490,167521.52590,4529
2016-02-18,69598.07115,61492.96831,1658
2016-02-19,161275.60220,143446.35830,3841
2016-02-20,325215.07680,345446.00180,9260
2016-02-21,96957.29584,86455.49438,2308
2016-02-22,85224.47709,75960.71802,2028
2016-02-23,54612.87884,49071.80254,1301
2016-02-24,81530.61238,81738.05644,2213
2016-02-25,160947.53260,162597.49680,4404
2016-02-26,188736.24740,183103.23370,4935
2016-02-27,215951.50790,210032.78810,5609
2016-02-28,134995.85450,129938.70580,3452
2016-02-29,163079.37800,160332.58940,4270
2016-03-01,180828.67410,182962.33700,4719
2016-03-02,171196.17520,174428.68090,4451
2016-03-03,129719.05050,131961.93250,3364
2016-03-04,142127.64210,144039.41370,3665
2016-03-05,152124.40790,153377.51200,3889
2016-03-06,74132.78702,74332.27948,1882
2016-03-07,91143.02861,95167.52873,2405
2016-03-08,60528.09336,62342.88117,1577
2016-03-09,38340.59961,35918.33515,913
2016-03-10,37453.00618,35108.20011,892
2016-03-11,77997.04501,73051.67554,1855
2016-03-12,79752.28268,74962.81640,1897
2016-03-13,37155.58848,34962.83050,883
2016-03-14,45046.51321,42368.04535,1071
2016-03-15,55489.33276,52263.05699,1320
2016-03-16,41893.30316,39495.45590,997
2016-03-17,34348.50419,32292.83760,817
2016-03-18,78276.83122,73746.75871,1866
2016-03-19,92851.40266,87451.56618,2211
2016-03-20,54845.78930,51625.51172,1304
2016-03-21,48037.79990,45187.64158,1143
2016-03-22,65905.72326,62023.88130,1573
2016-03-23,84870.05130,81472.82718,2065
2016-03-24,262459.50570,259298.45660,6588
2016-03-25,228124.39800,222208.35040,5652
2016-03-26,162929.49210,161434.81510,4103
2016-03-27,58359.83218,57681.56988,1466
2016-03-28,85605.33192,85022.38092,2162
2016-03-29,84836.41434,84595.21793,2155
2016-03-30,64308.91422,68427.59467,1746
2016-03-31,131168.48550,138589.10010,3554
2016-04-01,232410.19800,245358.63000,6282
2016-04-02,195831.09750,205442.82810,5259
2016-04-03,90716.54789,95543.13365,2446
2016-04-04,131638.01960,130700.18890,3345
2016-04-05,81910.87262,79969.51055,2048
2016-04-06,54821.90851,50800.00851,1303
2016-04-07,155615.41940,171592.12590,4413
2016-04-08,264086.89380,291378.57980,7494
2016-04-09,272761.29750,298164.41610,7738
2016-04-10,104689.42790,113609.30430,2958
2016-04-11,131170.59690,142022.81260,3713
2016-04-12,123179.48940,132714.96020,3504
2016-04-13,124431.04640,132889.05690,3534
2016-04-14,162166.83600,172225.65270,4601
2016-04-15,354042.02320,373200.30600,10045
2016-04-16,327352.26140,345338.62810,9301
2016-04-17,164809.30300,175167.42880,4678
2016-04-18,151157.79430,159828.76500,4294
2016-04-19,126895.93650,133726.28060,3606
2016-04-20,166395.44580,179020.54250,4838
2016-04-21,167796.35480,182485.09890,4914
2016-04-22,351146.01700,380098.15640,10269
2016-04-23,420738.82180,455415.34930,12317
2016-04-24,186166.15080,202391.17870,5453
2016-04-25,251449.52960,273255.09850,7372
2016-04-26,280321.81070,302469.83200,8211
2016-04-27,313434.93330,337931.11700,9182
2016-04-28,257324.60310,276852.17990,7520
2016-04-29,455554.33600,489215.06750,13321
2016-04-30,556865.20330,598925.66790,16276
2016-05-01,354856.04490,380511.15920,10388
2016-05-02,283284.58130,304997.85180,8298
2016-05-03,297500.67400,319786.35950,8717
2016-05-04,285968.48780,305506.99820,8364
2016-05-05,237946.63270,254527.41550,6968
2016-05-06,340851.50590,364361.03290,9973
2016-05-07,388187.60140,414644.62350,11363
2016-05-08,139178.98410,148731.09050,4074
2016-05-09,66400.30305,57741.73891,1579
2016-05-10,42723.52446,37112.98506,1016
2016-05-11,35014.39948,30393.74012,832
2016-05-12,27210.40663,23570.15916,647
2016-05-13,79840.08825,69078.71414,1898
2016-05-14,82484.44829,71426.01164,1961
2016-05-15,51497.23734,44611.93968,1224
2016-05-16,42871.83287,37139.30826,1019
2016-05-17,39104.63910,33890.36043,930
2016-05-18,34406.75001,29884.33059,818
2016-05-19,39403.65856,34229.63192,937
2016-05-20,96830.90242,83926.00350,2302
2016-05-21,99380.39460,86179.51339,2363
2016-05-22,61656.18133,53463.73456,1466
2016-05-23,69163.55737,59948.43871,1644
2016-05-24,113112.86500,117414.69890,3224
2016-05-25,253686.30250,268974.57070,7392
2016-05-26,210305.29190,223289.08460,6138
2016-05-27,364087.42430,386499.89640,10624
2016-05-28,397480.36950,421674.10190,11590
2016-05-29,204028.17680,216777.31570,5959
2016-05-30,172797.93510,183715.80720,5048
2016-05-31,258970.65410,274386.01540,7542
2016-06-01,368789.57260,391923.65960,10761
2016-06-02,278071.38660,295548.24160,8120
2016-06-03,373959.36200,396324.17870,10896
2016-06-04,402057.25290,426466.13220,11726
2016-06-05,205719.45320,218408.18210,6007
2016-06-06,177626.95010,188629.75420,5185
2016-06-07,70441.90741,60910.74840,1675
2016-06-08,162923.84960,173292.68110,4765
2016-06-09,138752.52760,143791.47810,3953
2016-06-10,252458.26220,261502.38180,7190
2016-06-11,293917.85250,311853.52050,8577
2016-06-12,138350.12180,143346.67460,3943
2016-06-13,130067.27560,134950.56650,3707
2016-06-14,107168.66110,111173.15850,3054
2016-06-15,224030.55440,237934.73420,6541
2016-06-16,201918.22210,209095.56970,5749
2016-06-17,329344.26830,341253.32960,9385
2016-06-18,308642.97720,327672.04150,9012
2016-06-19,134472.40660,139385.87620,3831
2016-06-20,143809.72060,148953.91090,4097
2016-06-21,123252.15110,127533.00930,3509
2016-06-22,40067.15121,34559.08452,953
2016-06-23,143752.73680,155659.53370,4305
2016-06-24,389904.00860,422372.58160,11667
2016-06-25,461280.78560,498910.32900,13793
2016-06-26,221578.69680,240449.62230,6641
2016-06-27,253702.22300,274426.08030,7593
2016-06-28,200616.07620,217104.57970,6007
2016-06-29,211700.81320,229023.81070,6345
2016-06-30,282757.71140,305894.18010,8482
2016-07-01,479010.15670,517742.19260,14344
2016-07-02,454543.28580,490487.02460,13609
2016-07-03,242185.18070,261534.91200,7259
2016-07-04,281531.68560,304052.47700,8431
2016-07-05,219363.22010,237026.35050,6577
2016-07-06,204005.58220,219722.89500,6098
2016-07-07,69579.06846,59598.91780,1654
2016-07-08,87184.74003,74654.52042,2073
2016-07-09,78700.43605,67367.38324,1871
2016-07-10,39809.55909,34091.56966,946
2016-07-11,45839.23877,39231.19537,1090
2016-07-12,36851.76375,31574.32547,876
2016-07-13,33225.67047,28489.08140,790
2016-07-14,30423.39146,26053.79672,723
2016-07-15,80345.63766,68788.09454,1910
2016-07-16,95297.33863,81655.85773,2266
2016-07-17,45324.05453,38809.80890,1078
2016-07-18,51604.11841,44222.78448,1227
2016-07-19,37870.11903,32436.79597,900
2016-07-20,42723.52446,36607.39066,1016
2016-07-21,35169.91581,30133.31864,836
2016-07-22,61148.20501,52384.44748,1454
2016-07-23,77171.70180,66113.83204,1835
2016-07-24,40881.35491,35019.11264,972
2016-07-25,43085.59501,36887.36617,1024
2016-07-26,43894.99343,37604.65842,1044
2016-07-27,67780.72889,58196.14599,1611
2016-07-28,51907.94315,44544.63074,1234
2016-07-29,93508.63389,80346.69413,2223
2016-07-30,95343.59551,81874.28886,2267
2016-07-31,59514.99233,51145.40334,1415
2016-08-01,65133.96620,55946.05656,1548
2016-08-02,70641.25372,60629.55300,1679
2016-08-03,48442.17148,41610.78394,1152
2016-08-04,46291.37192,39783.36067,1101
2016-08-05,73453.14329,63386.49259,1746
2016-08-06,71508.89795,61500.57465,1700
2016-08-07,30066.12618,25872.48835,715
2016-08-08,37726.61590,32490.13602,897
2016-08-09,30831.69463,26577.07945,733
2016-08-10,146811.45510,155135.62910,4282
2016-08-11,99867.32962,103826.70140,2867
2016-08-12,210664.86280,220379.27670,6082
2016-08-13,266271.03910,281658.41830,7771
2016-08-14,123084.03910,129601.52720,3576
2016-08-15,162727.52480,168580.17060,4649
2016-08-16,114708.94600,119758.06170,3302
2016-08-17,122318.90750,128298.34350,3536
2016-08-18,112010.34450,117374.19160,3236
2016-08-19,229861.47030,241090.13360,6646
2016-08-20,249981.24970,262145.17730,7220
2016-08-21,136480.24910,143734.22720,3958
2016-08-22,127369.80260,133350.16140,3672
2016-08-23,43537.72816,37649.38753,1035
2016-08-24,120407.41330,127699.41590,3549
2016-08-25,226375.54310,240429.68550,6647
2016-08-26,337900.17820,358772.25040,9908
2016-08-27,355069.54010,376755.56450,10393
2016-08-28,153893.68520,163401.32920,4507
2016-08-29,159625.74090,169479.10610,4672
2016-08-30,133961.96700,142299.91780,3924
2016-08-31,236305.15640,250572.45340,6918
2016-09-01,313491.73510,333030.87570,9183
2016-09-02,370355.00170,392493.08270,10830
2016-09-03,369091.05540,391842.50140,10800
2016-09-04,209026.01970,222163.72890,6119
2016-09-05,228177.31680,242589.58720,6685
2016-09-06,154494.78200,164108.82640,4519
2016-09-07,50736.47417,43830.19685,1206
2016-09-08,43292.14924,37391.68089,1029
2016-09-09,77335.91860,69612.12670,1917
2016-09-10,85070.23489,76591.85292,2108
2016-09-11,48831.66611,44014.23202,1211
2016-09-12,52075.15718,46884.14251,1291
2016-09-13,30424.72626,27398.58813,755
2016-09-14,20495.11303,18375.05261,508
2016-09-15,40742.17168,36464.75981,1010
2016-09-16,69864.83699,62545.19068,1733
2016-09-17,100120.71110,89572.40762,2482
2016-09-18,49825.09704,44593.79688,1235
2016-09-19,46566.46205,41660.44043,1155
2016-09-20,37923.76586,34031.14949,940
2016-09-21,50084.81270,44832.21260,1241
2016-09-22,41885.82828,37565.47859,1039
2016-09-23,147503.57320,131964.51580,3657
2016-09-24,151639.18380,135498.16320,3758
2016-09-25,72457.29759,64758.50417,1797
2016-09-26,67355.06118,60179.02085,1671
2016-09-27,58941.79283,52812.78251,1462
2016-09-28,58796.78502,57168.56050,1581
2016-09-29,57019.38967,55187.38391,1534
2016-09-30,155918.38260,151036.44550,4216
2016-10-01,208489.09030,201416.83760,5632
2016-10-02,118580.47260,113346.95730,3173
2016-10-03,142758.88110,126506.34470,3540
2016-10-04,96620.98693,85491.83324,2397
2016-10-05,78861.59494,69675.42915,1955
2016-10-06,70279.47439,61976.30579,1740
2016-10-07,87748.86289,77446.60944,2176
2016-10-08,92053.32577,81209.24835,2283
2016-10-09,51751.38325,45607.23410,1284
2016-10-10,50934.98319,44983.77730,1263
2016-10-11,36113.93487,31885.28845,896
2016-10-12,31023.35977,27817.64247,768
2016-10-13,22334.21253,19704.09315,521
2016-10-14,69440.92880,62070.75118,1618
2016-10-15,92159.02979,83371.81702,2147
2016-10-16,57296.28785,52701.29461,1335
2016-10-17,57184.94127,51764.93737,1332
2016-10-18,40951.10428,37288.62455,954
2016-10-19,37672.44729,33678.45927,877
2016-10-20,38648.13752,35038.06869,906
2016-10-21,96020.54537,86810.27753,2249
2016-10-22,105662.59420,95930.01651,2472
2016-10-23,54738.48352,49990.51929,1280
2016-10-24,40131.57351,36347.69872,940
2016-10-25,70402.99193,63452.76104,1650
2016-10-26,62501.74070,56100.87429,1467
2016-10-27,53675.21828,48201.94098,1257
2016-10-28,102606.32700,92657.69953,2405
2016-10-29,124988.15550,113187.84600,2929
2016-10-30,67521.03749,61233.71887,1582
2016-10-31,70020.59601,62316.15134,1639
2016-11-01,126954.17020,110698.74290,2971
2016-11-02,97558.24705,86203.87520,2284
2016-11-03,97039.00987,89413.41597,2266
2016-11-04,168349.26530,156675.59010,3938
2016-11-05,202017.42200,189394.69370,4720
2016-11-06,108459.00010,102250.16780,2537
2016-11-07,112536.37710,105978.48250,2621
2016-11-08,100479.93000,94692.47929,2341
2016-11-09,81649.68867,77081.66057,1901
2016-11-10,71529.16264,67551.25097,1666
2016-11-11,160938.60160,152555.41730,3748
2016-11-12,164998.84460,156263.14950,3843
2016-11-13,97946.78305,93112.60891,2281
2016-11-14,87834.25368,83068.26903,2046
2016-11-15,95509.13498,88104.20453,2181
2016-11-16,77229.97189,71428.87000,1763
